rxn_id	source	rxn_type	rxn_name	rxn_tech	temperature_deg_c	time_h	atmosphere	scale_mol	concentration_mol_l	mixing	startingmat_1_cas	startingmat_1_smiles	startingmat_1_eq	startingmat_2_cas	startingmat_2_smiles	startingmat_2_eq	reagent_1_cas	reagent_1_smiles	reagent_1_eq	catalyst_1_cas	catalyst_1_smiles	catalyst_1_eq	additive_1_cas	additive_1_smiles	additive_1_eq	solvent_1_cas	solvent_1_smiles	solvent_1_fraction	solvent_2_cas	solvent_2_smiles	solvent_2_fraction	product_mono	product_di	product_non	binary
elx888888-001_1_1_b6	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	53-03-2	O=C1C=CC2(C(=C1)CCC3C2C(=O)CC4(C)C3CCC4(O)C(=O)CO)C	1.0	79-09-4	O=C(O)CC	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-001_1_1_c1	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	53-03-2	O=C1C=CC2(C(=C1)CCC3C2C(=O)CC4(C)C3CCC4(O)C(=O)CO)C	1.0	93-40-3	O=C(O)CC1=CC=C(OC)C(OC)=C1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-001_1_1_c2	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	53-03-2	O=C1C=CC2(C(=C1)CCC3C2C(=O)CC4(C)C3CCC4(O)C(=O)CO)C	1.0	16874-33-2	O=C(O)C1OCCC1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-001_1_1_c3	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	53-03-2	O=C1C=CC2(C(=C1)CCC3C2C(=O)CC4(C)C3CCC4(O)C(=O)CO)C	1.0	53293-00-8	O=C(O)CCCC#C	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-001_1_1_c4	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	53-03-2	O=C1C=CC2(C(=C1)CCC3C2C(=O)CC4(C)C3CCC4(O)C(=O)CO)C	1.0	84358-13-4	O=C(OC(C)(C)C)N1CCC(C(=O)O)CC1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-001_1_1_c5	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	53-03-2	O=C1C=CC2(C(=C1)CCC3C2C(=O)CC4(C)C3CCC4(O)C(=O)CO)C	1.0	84358-12-3	O=C(OC(C)(C)C)N1CCCC(C(=O)O)C1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-001_1_1_c6	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	53-03-2	O=C1C=CC2(C(=C1)CCC3C2C(=O)CC4(C)C3CCC4(O)C(=O)CO)C	1.0	59378-75-5	O=C(OC(C)(C)C)N1CCC(C(=O)O)C1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-001_1_1_d1	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	53-03-2	O=C1C=CC2(C(=C1)CCC3C2C(=O)CC4(C)C3CCC4(O)C(=O)CO)C	1.0	142253-55-2	O=C(OC(C)(C)C)N1CC(C(=O)O)C1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-001_1_1_d2	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	53-03-2	O=C1C=CC2(C(=C1)CCC3C2C(=O)CC4(C)C3CCC4(O)C(=O)CO)C	1.0	51673-83-7	O=C(O)C1OCCCC1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-001_1_1_d3	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	53-03-2	O=C1C=CC2(C(=C1)CCC3C2C(=O)CC4(C)C3CCC4(O)C(=O)CO)C	1.0	30379-55-6	O=C(O)COCC=1C=CC=CC1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-001_1_1_d4	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	53-03-2	O=C1C=CC2(C(=C1)CCC3C2C(=O)CC4(C)C3CCC4(O)C(=O)CO)C	1.0	5337-03-1	O=C(O)C1CCOCC1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-001_1_1_d5	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	53-03-2	O=C1C=CC2(C(=C1)CCC3C2C(=O)CC4(C)C3CCC4(O)C(=O)CO)C	1.0	59433-50-0	O=C(OC(C)(C)C)N1CCCC1C(=O)O	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-001_1_1_d6	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	53-03-2	O=C1C=CC2(C(=C1)CCC3C2C(=O)CC4(C)C3CCC4(O)C(=O)CO)C	1.0	873397-34-3	O=C(O)C1COCCC1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-002_1_1_a1	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	15862-72-3	O=C(OCC)C1NCCCC1	1.0	89364-31-8	O=C(O)C1COCC1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-002_1_1_a2	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	15862-72-3	O=C(OCC)C1NCCCC1	1.0	3721-95-7	O=C(O)C1CCC1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-002_1_1_a3	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	15862-72-3	O=C(OCC)C1NCCCC1	1.0	114012-41-8	O=C(O)C1COC1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-002_1_1_a4	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	15862-72-3	O=C(OCC)C1NCCCC1	1.0	24537-50-6	O=C1NCCC(C(=O)O)C1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-002_1_1_a5	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	15862-72-3	O=C(OCC)C1NCCCC1	1.0	98-89-5	O=C(O)C1CCCCC1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-002_1_1_a6	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	15862-72-3	O=C(OCC)C1NCCCC1	1.0	4771-80-6	O=C(O)C1CC=CCC1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-002_1_1_b1	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	15862-72-3	O=C(OCC)C1NCCCC1	1.0	3400-45-1	O=C(O)C1CCCC1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-002_1_1_b2	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	15862-72-3	O=C(OCC)C1NCCCC1	1.0	75-98-9	O=C(O)C(C)(C)C	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-002_1_1_b3	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	15862-72-3	O=C(OCC)C1NCCCC1	1.0	97-69-8	O=C(O)C(NC(=O)C)C	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-002_1_1_b5	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	15862-72-3	O=C(OCC)C1NCCCC1	1.0	122665-97-8	O=C(O)C1CCC(F)(F)CC1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-002_1_1_b6	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	15862-72-3	O=C(OCC)C1NCCCC1	1.0	79-09-4	O=C(O)CC	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-002_1_1_c1	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	15862-72-3	O=C(OCC)C1NCCCC1	1.0	93-40-3	O=C(O)CC1=CC=C(OC)C(OC)=C1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-002_1_1_c2	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	15862-72-3	O=C(OCC)C1NCCCC1	1.0	16874-33-2	O=C(O)C1OCCC1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-002_1_1_c3	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	15862-72-3	O=C(OCC)C1NCCCC1	1.0	53293-00-8	O=C(O)CCCC#C	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-002_1_1_c4	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	15862-72-3	O=C(OCC)C1NCCCC1	1.0	84358-13-4	O=C(OC(C)(C)C)N1CCC(C(=O)O)CC1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-002_1_1_c5	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	15862-72-3	O=C(OCC)C1NCCCC1	1.0	84358-12-3	O=C(OC(C)(C)C)N1CCCC(C(=O)O)C1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-002_1_1_c6	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	15862-72-3	O=C(OCC)C1NCCCC1	1.0	59378-75-5	O=C(OC(C)(C)C)N1CCC(C(=O)O)C1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-002_1_1_d1	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	15862-72-3	O=C(OCC)C1NCCCC1	1.0	142253-55-2	O=C(OC(C)(C)C)N1CC(C(=O)O)C1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-002_1_1_d2	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	15862-72-3	O=C(OCC)C1NCCCC1	1.0	51673-83-7	O=C(O)C1OCCCC1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-002_1_1_d3	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	15862-72-3	O=C(OCC)C1NCCCC1	1.0	30379-55-6	O=C(O)COCC=1C=CC=CC1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-002_1_1_d4	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	15862-72-3	O=C(OCC)C1NCCCC1	1.0	5337-03-1	O=C(O)C1CCOCC1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-002_1_1_d5	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	15862-72-3	O=C(OCC)C1NCCCC1	1.0	59433-50-0	O=C(OC(C)(C)C)N1CCCC1C(=O)O	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-002_1_1_d6	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	15862-72-3	O=C(OCC)C1NCCCC1	1.0	873397-34-3	O=C(O)C1COCCC1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-003_1_1_a1	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	65-85-0	O=C(O)C=1C=CC=CC1	1.0	89364-31-8	O=C(O)C1COCC1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-003_1_1_a2	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	65-85-0	O=C(O)C=1C=CC=CC1	1.0	3721-95-7	O=C(O)C1CCC1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-003_1_1_a3	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	65-85-0	O=C(O)C=1C=CC=CC1	1.0	114012-41-8	O=C(O)C1COC1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-003_1_1_a4	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	65-85-0	O=C(O)C=1C=CC=CC1	1.0	24537-50-6	O=C1NCCC(C(=O)O)C1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-003_1_1_a5	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	65-85-0	O=C(O)C=1C=CC=CC1	1.0	98-89-5	O=C(O)C1CCCCC1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-003_1_1_a6	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	65-85-0	O=C(O)C=1C=CC=CC1	1.0	4771-80-6	O=C(O)C1CC=CCC1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-003_1_1_b1	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	65-85-0	O=C(O)C=1C=CC=CC1	1.0	3400-45-1	O=C(O)C1CCCC1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-003_1_1_b2	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	65-85-0	O=C(O)C=1C=CC=CC1	1.0	75-98-9	O=C(O)C(C)(C)C	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-003_1_1_b3	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	65-85-0	O=C(O)C=1C=CC=CC1	1.0	97-69-8	O=C(O)C(NC(=O)C)C	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-003_1_1_b5	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	65-85-0	O=C(O)C=1C=CC=CC1	1.0	122665-97-8	O=C(O)C1CCC(F)(F)CC1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-003_1_1_b6	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	65-85-0	O=C(O)C=1C=CC=CC1	1.0	79-09-4	O=C(O)CC	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-003_1_1_c1	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	65-85-0	O=C(O)C=1C=CC=CC1	1.0	93-40-3	O=C(O)CC1=CC=C(OC)C(OC)=C1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-003_1_1_c2	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	65-85-0	O=C(O)C=1C=CC=CC1	1.0	16874-33-2	O=C(O)C1OCCC1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-003_1_1_c3	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	65-85-0	O=C(O)C=1C=CC=CC1	1.0	53293-00-8	O=C(O)CCCC#C	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-003_1_1_c4	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	65-85-0	O=C(O)C=1C=CC=CC1	1.0	84358-13-4	O=C(OC(C)(C)C)N1CCC(C(=O)O)CC1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
elx888888-003_1_1_c5	in-house	alkylation	minisci	hte_decoy	40	18	n2	0.000000500	0.016	st_400	65-85-0	O=C(O)C=1C=CC=CC1	1.0	84358-12-3	O=C(OC(C)(C)C)N1CCCC(C(=O)O)C1	20	7727-54-0	O=S(=O)(O)OOS(=O)(=O)O.N	6	""	""	0	""	""	0	67-68-5	O=S(C)C	0.9677419355	7732-18-5	O	0.03225806452	0	0	1	0
